Price,Close,High,Low,Open,Volume
Ticker,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
Date,,,,,
2019-01-01,7080.2734375,7096.561433590861,7002.8118229789725,7054.658198544638,625360
2019-01-02,6882.4052734375,7064.364653916136,6859.820047314811,7050.160167346599,891844
2019-01-03,6821.89453125,6960.198702832986,6804.517616161035,6893.911096139339,715168
2019-01-04,6850.82470703125,6921.373665587312,6781.412292493454,6855.086053521213,774445
2019-01-07,6971.60986328125,7014.1761638783355,6912.8508162969965,6922.320474949458,687845
2019-01-08,7044.95166015625,7059.4400511009735,6933.777974166764,6988.60719832692,516841
2019-01-09,7095.52001953125,7129.705577721722,7020.804509659828,7064.838419789203,740580
2019-01-10,6999.59228515625,7112.659905732575,6969.810026705088,7102.243282251939,452699
2019-01-11,6932.26318359375,7007.546965179121,6895.805000058697,6991.164641687758,488399
2019-01-14,7015.7861328125,7039.128748720737,6872.131227287808,6941.259734879376,424152
2019-01-15,6965.0751953125,7073.834306545551,6928.948543640401,7035.955675720675,491196
2019-01-16,6922.55615234375,6992.3948741706845,6904.42185128886,6959.724556841475,424769
2019-01-17,6947.177734375,7006.552673998917,6919.952468079102,6949.781890281564,462725
2019-01-18,6967.72705078125,6988.560297955829,6929.895582889521,6955.463658967414,334555
2019-01-21,6826.1083984375,6988.607827388877,6781.222310559858,6967.774579122948,654537
2019-01-22,6693.958984375,6799.214135796734,6680.369933283852,6799.214135796734,896521
2019-01-23,6671.7529296875,6753.997004049975,6652.434919338367,6676.109064958789,702474
2019-01-24,6667.20751953125,6721.563264101092,6642.396830559036,6685.483774559684,520703
2019-01-25,6167.96630859375,6754.70634980786,6070.050147521152,6679.896059378191,3062762
2019-01-28,6165.74169921875,6259.444153306091,5982.646225399331,6167.114984630245,2398091
2019-01-29,6180.798828125,6268.108800488736,6105.467418684896,6136.338597315188,1101399
2019-01-30,6200.96826171875,6238.610149002119,6162.852891576471,6211.148143185322,583773
2019-01-31,6288.94140625,6306.838966186382,6117.445818953534,6226.299715279859,926270
2019-02-01,6593.06005859375,6821.941886232983,6299.737390734135,6324.7848220641445,2545419
2019-02-04,6617.5869140625,6665.692594114773,6488.27845027986,6605.0867799333055,658776
2019-02-05,6717.39697265625,6747.131607544295,6614.935083851276,6624.026048389101,681498
2019-02-06,6802.43408203125,6837.09312302677,6692.207354630219,6742.39654237543,567827
2019-02-07,6915.26513671875,6931.789875406052,6804.044277419757,6819.100941639204,690174
2019-02-08,6755.890625,6912.8502032449105,6723.457046991625,6884.441229806917,576159
2019-02-11,6797.22607421875,6827.576607106845,6677.150989534678,6770.805819512053,502244
2019-02-12,6782.64306640625,6846.563262843586,6749.925580443337,6811.525525537194,494592
2019-02-14,6645.33251953125,6734.063400186267,6619.290959960589,6663.514447894842,622311
2019-02-15,6562.5205078125,6684.348034397314,6534.064368957034,6654.707725842963,768798
2019-02-18,6479.8037109375,6626.677751258827,6455.466502495745,6595.333550060938,509963
2019-02-19,6443.67578125,6549.120512804926,6411.905264443497,6491.450389567298,493861
2019-02-20,6486.62060546875,6522.700093059925,6443.533663797114,6479.139668512777,534284
2019-02-21,6440.8349609375,6514.793081348576,6358.875257060984,6504.660824863272,722938
