Price,Close,High,Low,Open,Volume
Ticker,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS
Date,,,,,
2019-01-01,208.55332946777344,210.40946066210927,207.55386974027368,209.36240484772162,716275
2019-01-02,204.26995849609375,209.74317484253677,203.31809478366887,208.45815302104816,1081778
2019-01-03,199.93896484375,204.98384515054087,199.7961765800666,204.60309097167192,2096553
2019-01-04,203.5084686279297,204.55551001763843,199.8913835446452,200.46250759305934,1213181
2019-01-07,204.6030731201172,206.50680027550192,203.69880562616655,204.2699295824962,871903
2019-01-08,204.79347229003906,205.74533600419085,202.46140909522475,204.2699588666857,590293
2019-01-09,202.36622619628906,206.26885860864502,200.5100803823446,205.60255693085617,908322
2019-01-10,203.8415985107422,204.84105826610846,201.84269352429655,201.84269352429655,715378
2019-01-11,201.6999053955078,204.88865449232733,201.1287959094045,203.69882490758675,698106
2019-01-14,203.22288513183594,203.93678285478148,199.55820434433417,201.5571237782963,1036107
2019-01-15,203.984375,204.88864252673582,202.3662097641118,202.8421415702134,649313
2019-01-16,206.0308837890625,208.64850882213378,203.5560470178216,204.07956040500656,1088457
2019-01-17,207.64907836914062,208.22020244842892,204.69830935758753,206.0785089375308,1267904
2019-01-18,205.84051513671875,207.98220835779443,203.41325991464228,207.8870161826986,771653
2019-01-21,200.36729431152344,206.5068118261879,199.89136249605664,205.7929141029877,1005521
2019-01-22,201.89028930664062,202.3186250513524,199.12987596151174,199.60580779436634,682384
2019-01-23,200.4624786376953,204.46030282627368,199.89135467177593,201.3191500622886,937183
2019-01-24,200.65286254882812,202.4138016062738,199.3678407973707,201.8902882124007,1059068
2019-01-25,197.08338928222656,201.84270795832822,196.13152554700625,200.84324813148928,1723705
2019-01-28,199.17747497558594,200.17693474412013,191.65775771573266,197.03578169627858,1629992
2019-01-29,194.98928833007812,200.27212034251525,192.46684076425356,199.8913806652489,1325502
2019-01-30,194.6561279296875,196.60745143237318,192.18127648370265,193.9422301499943,1407845
2019-01-31,193.98983764648438,196.08393501852353,191.13424635980684,195.89356517093606,2584783
2019-02-01,194.27537536621094,197.79726794081975,191.94329782118928,193.98981336842394,948332
2019-02-04,190.22996520996094,194.60852949134116,188.46901156491722,193.70426188616494,1115503
2019-02-05,176.99903869628906,190.42032165887352,170.66915138071388,188.94493013082842,8331711
2019-02-06,179.3787078857422,180.61613357663188,169.52692749613456,175.14291740764304,3459646
2019-02-07,181.90113830566406,183.18614544075,177.66533370032766,179.2359173422582,1968302
2019-02-08,176.76107788085938,182.2818899863476,175.52365222413647,180.8540945034258,1280248
2019-02-11,171.0974884033203,177.04663612249,168.52745949349628,176.9514439492687,3460117
2019-02-12,177.57017517089844,179.90223831831543,170.002861702049,170.43119745985416,2805228
2019-02-14,179.80703735351562,181.23483282596055,174.1434515510081,174.3338213758101,997833
2019-02-15,177.1894073486328,181.80595172304237,175.33327619139618,181.80595172304237,1624523
2019-02-18,173.95309448242188,177.5225834252896,172.7632648347993,177.18942531424022,1026852
2019-02-19,175.61886596679688,179.71188309201895,173.47717247939693,173.81033060937455,984628
2019-02-20,179.61666870117188,180.18779270359255,175.6188442570874,175.6188442570874,993170
2019-02-21,181.47279357910156,185.5182139693584,178.52202506783888,178.95036079253825,2511829
2019-02-22,180.14019775390625,182.80541890822695,178.99796426613645,180.8540954992982,1243941
2019-02-25,181.90113830566406,183.90004313500413,179.4738832403429,180.94927471332522,1373833
2019-02-26,182.42465209960938,182.99577606609697,176.42792307291884,180.61611707954174,1271388
2019-02-27,183.4241180419922,185.6134072892353,180.94928132604085,182.75781640786246,1816786
2019-02-28,184.37599182128906,185.61341750954344,182.32949072000125,183.1385661330347,1090108
2019-03-01,187.80271911621094,188.32624707893092,183.9000719660672,184.66156586417915,1292085
2019-03-05,188.04066467285156,190.27753550854433,187.13639712121886,188.08826075962938,1910560
2019-03-06,188.42141723632812,193.46629777062884,186.66047809911385,188.9449451782033,1716592
2019-03-07,187.13641357421875,190.27755223771257,186.70806327984437,189.2305108579772,933729
2019-03-08,183.9000701904297,188.0882793274624,183.32896066557606,186.5652915459436,1542933
2019-03-11,192.75238037109375,193.22831217447919,182.80540858519575,182.80540858519575,3592265
2019-03-12,195.036865234375,196.27429094234284,193.3711037686495,194.60852947661735,1991333
2019-03-13,193.08555603027344,198.70154601203643,192.51443200447602,196.03632476546065,2690181
2019-03-14,196.2742919921875,201.6047345207359,193.22833105771159,194.18019475750327,6563662
2019-03-15,193.418701171875,198.55877387273858,192.60962574045718,197.4165258119106,2025761
2019-03-18,190.61068725585938,195.13203938802084,188.99252202920616,195.03684721762937,1608207
2019-03-19,193.51390075683594,195.6079980746756,190.65830954406695,190.89627547846436,1792277
2019-03-20,188.564208984375,194.18019912988703,187.6599268297811,194.0374253814184,2158406
2019-03-22,186.3273162841797,192.13369057069403,185.80378835272558,189.70643526979748,1298095
2019-03-25,187.18399047851562,189.8968078286397,184.28081781785855,185.61342118588846,1658129
2019-03-26,186.61288452148438,187.9930840055282,184.709157088517,186.2321303203183,1154541
2019-03-27,187.13641357421875,190.56311425919958,185.7086179910715,187.04122139229383,1962815
2019-03-28,189.37327575683594,190.89626345073628,187.27917857093826,187.99307632915023,1586111
2019-04-01,198.08285522460938,199.2250888372811,194.3705778280657,194.70373595539382,1915582
2019-04-02,201.6999053955078,204.3651265701841,197.55930715518275,197.987642900832,3913611
2019-04-03,198.32078552246094,202.93731523652792,197.36892192892725,202.4137873552272,2330970
2019-04-04,201.1763916015625,202.17583683134728,195.75075708639827,198.3683821676738,2089235
2019-04-05,201.12881469726562,205.12663957058172,199.9389850013806,201.22399235836346,2761691
2019-04-08,201.50953674316406,204.3651277632116,199.89137140332787,201.79509875002623,1557504
2019-04-09,200.12933349609375,201.69990271738288,197.9400441843826,201.69990271738288,827540
2019-04-10,198.7491455078125,201.6999142935712,197.7496857076815,198.082843815821,1142036
2019-04-11,204.26995849609375,204.88866409945487,198.55877622154446,198.6539538782144,2439649
2019-04-12,204.79347229003906,206.79239189947285,202.79456720489293,205.554966166218,2620746
2019-04-15,206.22125244140625,208.17257581436786,203.60362742321755,206.03088261766803,2673514
2019-04-16,205.31698608398438,206.9351513816353,204.22234869788463,206.9351513816353,1143488
2019-04-18,198.7967071533203,206.3640194300849,197.3213157539333,205.316963721027,2818804
2019-04-22,199.27267456054688,203.17530707777945,197.98765273548133,198.13042648302743,2003793
2019-04-23,199.51063537597656,200.70046498932496,194.18019289846077,199.70100520925484,3217791
2019-04-24,198.84432983398438,201.7475171510645,190.9914539648579,194.18020330930932,9668429
2019-04-25,201.03359985351562,202.60418358963742,197.32133743047623,199.3202423796949,3228599
2019-04-26,202.93731689453125,206.45920931452275,199.60579428994467,202.74694707912636,2510185
2019-04-30,199.1298828125,202.79456386127723,197.32134759514528,200.8432403745814,2370602
2019-05-02,196.36947631835938,199.9389650498215,195.17964674120535,198.08283381431855,2271545
